N,P,K,temp,humid,ph,rainfal,label,investment,State_Name,District_Name
12.0,39.0,21.0,28.99319096,62.85948245,8.183844843,70.4713043,mothbeans,1853.0,30,406
39.0,36.0,22.0,29.34317422,60.50320928,9.072011412,34.03335472,mothbeans,1050.0,31,415
32.0,41.0,16.0,28.63618921,61.39451307,7.702287236,68.54877876,mothbeans,4736.0,27,548
30.0,41.0,15.0,24.83206631,44.17085032,5.88509677,52.0810886,mothbeans,4769.0,16,61
19.0,36.0,22.0,25.44689075,58.55363573,6.16496284,57.04826619,mothbeans,1574.0,4,497
4.0,46.0,15.0,31.01274943,62.40392519,3.504752314,63.77192383,mothbeans,4261.0,13,201
21.0,39.0,20.0,27.06179658,52.3003173,7.388007482999999,60.74583498,mothbeans,2148.0,8,278
35.0,57.0,25.0,27.0956288,42.26206161,8.340398059,71.12710390000002,mothbeans,3197.0,20,564
22.0,55.0,24.0,28.56800579,57.30636014,8.66077954,64.53027638,mothbeans,3361.0,15,456
35.0,51.0,17.0,28.79929247,49.84213387,3.558822825,40.85534718,mothbeans,3617.0,6,501
17.0,56.0,17.0,27.94293692,45.41393636,5.9565851,69.66289997,mothbeans,4413.0,16,563
28.0,57.0,17.0,30.47757686,61.58245338,9.416003106,61.86633917,mothbeans,3352.0,1,492
22.0,36.0,16.0,30.58139475,50.77148138,8.18422855,64.58559639,mothbeans,2715.0,9,302
11.0,41.0,19.0,26.85911286,41.81420849,5.131779302,44.13827124,mothbeans,1681.0,1,547
38.0,38.0,18.0,26.31051759,61.18749126,6.294130312999999,35.73403813,mothbeans,1837.0,31,1
23.0,37.0,24.0,28.77833449,44.2252605,7.991902443,33.95825723,mothbeans,4854.0,13,63
25.0,35.0,20.0,28.90245417,43.35365671,8.923095695,71.90018566,mothbeans,2077.0,2,555
40.0,45.0,20.0,29.37687468,57.69622912,6.878498176,38.34303462,mothbeans,4050.0,4,396
23.0,58.0,19.0,24.17093241,58.25204566,5.243634848999999,59.18953429,mothbeans,3491.0,3,306
2.0,56.0,23.0,26.65333029,59.79023382,7.550090941,36.91852635,mothbeans,3660.0,15,57
3.0,56.0,17.0,28.19912143,53.50567601,8.709291687999999,52.13580529,mothbeans,4040.0,4,227
26.0,51.0,25.0,28.76488954,52.62741529,7.792508067999999,55.21606732,mothbeans,3311.0,29,161
39.0,42.0,20.0,29.3499706,61.25353851,8.055908857999999,40.82840673,mothbeans,4124.0,16,101
27.0,59.0,20.0,28.00937423,52.60950014,4.397698806,36.01203025,mothbeans,2595.0,1,152
24.0,45.0,19.0,26.85851927,48.8246387,5.9523849570000005,34.7426459,mothbeans,4051.0,4,476
7.0,40.0,17.0,31.2123945,40.92604945,8.532078732999999,53.78769958,mothbeans,4691.0,29,199
15.0,45.0,23.0,24.20422636,61.43378674,7.224193642,46.0203959,mothbeans,1004.0,16,453
26.0,52.0,23.0,29.98835437,49.60384796,4.931890506,52.92929636,mothbeans,2126.0,15,465
20.0,45.0,16.0,29.93964907,54.61813464,4.626212446,45.43669946,mothbeans,2219.0,2,139
34.0,54.0,24.0,31.2119298,41.55934359,5.026003659,68.80141783,mothbeans,1773.0,31,83
19.0,51.0,25.0,26.80474415,48.23991436,3.5253661,43.87801983,mothbeans,1876.0,15,470
29.0,41.0,21.0,31.49398069,62.84916863,8.86979671,64.56807592,mothbeans,1991.0,31,52
20.0,50.0,22.0,30.99694676,46.42693735,9.406887533,38.31597852,mothbeans,3931.0,31,112
11.0,40.0,23.0,29.61253065,63.04749127,5.80428611,50.1978269,mothbeans,4421.0,21,272
15.0,54.0,15.0,29.97604322,57.03184356,8.35495812,44.86052932,mothbeans,1046.0,15,91
35.0,55.0,22.0,30.88883074,52.62696801,8.634929739,55.51932414,mothbeans,3914.0,3,85
9.0,59.0,25.0,30.39321309,60.16299493,7.699200949,35.37493212,mothbeans,3870.0,24,109
40.0,45.0,18.0,30.43683729,55.20522037,5.261285926,30.92014047,mothbeans,3983.0,15,531
35.0,38.0,19.0,25.32688786,63.18180319,9.112771682,32.71129281,mothbeans,4891.0,15,208
14.0,58.0,17.0,30.53684308,59.96664731,4.605700542,33.48919022,mothbeans,3703.0,6,117
40.0,55.0,18.0,30.38257873,40.5926071,7.115994051,47.95406479,mothbeans,1268.0,26,113
18.0,36.0,23.0,24.01825377,53.76623369,7.214078621,35.03404425,mothbeans,1369.0,30,401
35.0,52.0,15.0,28.69841277,61.14754363,9.93509073,65.67591794,mothbeans,1635.0,20,564
4.0,59.0,22.0,29.33743412,49.00323081,8.914074888,42.44054315,mothbeans,2129.0,16,5
22.0,51.0,16.0,27.96583691,61.34900107,8.639586199,70.10472076,mothbeans,2693.0,13,170
33.0,47.0,17.0,24.86803974,48.27531965,8.621514073,63.9187654,mothbeans,2682.0,26,509
2.0,51.0,17.0,25.87682261,45.96341933,5.838508699,38.53254678,mothbeans,1656.0,4,47
16.0,51.0,21.0,31.01963639,49.97675220000001,3.532008668,32.81296548,mothbeans,1119.0,29,181
19.0,55.0,20.0,27.43329405,87.80507732,7.18530147,54.73367631,mungbean,1830.0,3,360
8.0,54.0,20.0,28.3340432,80.77275974,7.034214276,38.7976407,mungbean,2810.0,4,319
36.0,55.0,20.0,27.01470397,84.34262707,6.635968697999999,55.296354,mungbean,4675.0,28,129
10.0,56.0,16.0,28.17432665,81.04554836,6.828187498999998,36.35720652,mungbean,2081.0,29,461
22.0,56.0,17.0,29.87888063,87.32761241,6.89077995,44.75215854,mungbean,2974.0,15,198
9.0,57.0,24.0,29.89232778,89.71503316,7.165121108999998,42.99498978,mungbean,2369.0,29,427
34.0,59.0,23.0,28.56212158,83.24855855,6.935804256,56.48265193,mungbean,1740.0,6,228
31.0,51.0,25.0,27.53592929,85.57019009999998,7.196774236,53.01899249,mungbean,4545.0,24,362
0.0,49.0,18.0,29.68361658,87.93598094,6.990095452,41.82490236,mungbean,1116.0,24,109
21.0,39.0,20.0,28.14448546,82.1193047,7.064782137999999,46.75690086,mungbean,2853.0,6,418
28.0,35.0,22.0,29.53037621,86.73346018,7.156563094,59.87232071,mungbean,3838.0,23,163
17.0,52.0,17.0,27.88352946,86.45147631,6.364967184,44.64407105,mungbean,2150.0,14,398
24.0,42.0,23.0,28.22471276,82.35916228,6.428054409,44.01206619,mungbean,4464.0,23,316
28.0,46.0,16.0,29.008124,84.96089355,6.664187809,45.91011391,mungbean,2931.0,13,63
21.0,38.0,21.0,29.75538903,86.45193297,6.637677489,37.54602719,mungbean,2012.0,6,65
34.0,60.0,25.0,29.78416743,85.16906976,6.79385576,40.77872823,mungbean,2664.0,31,341
19.0,53.0,22.0,27.8640132,80.4513142,6.852884642999999,42.83053902,mungbean,2081.0,3,240
31.0,58.0,15.0,27.11026483,84.96771717,7.121571293,51.52617423,mungbean,1633.0,24,294
19.0,35.0,24.0,27.11030369,83.64274107,6.883308033,49.11964582,mungbean,1512.0,29,164
24.0,53.0,17.0,28.95451232,89.07866095,6.421271178,57.65901369,mungbean,4822.0,21,384
13.0,47.0,20.0,29.21780035,87.93724219,6.54450214,43.1386631,mungbean,3849.0,15,198
31.0,53.0,16.0,28.7420098,85.81675947,6.452006451,48.54598575,mungbean,2119.0,1,546
28.0,45.0,23.0,29.65021184,80.29868321,6.489259136,56.76278363,mungbean,4709.0,4,318
31.0,37.0,21.0,27.23924995,86.404241,6.713410626,37.31236904,mungbean,2141.0,29,19
33.0,60.0,15.0,28.95172351,81.67085323,6.510840928,56.51103293,mungbean,1559.0,15,39
34.0,45.0,21.0,28.18837136,82.60629652,6.2873801170000005,37.01110438,mungbean,4672.0,21,41
13.0,57.0,25.0,28.30041493,86.20681554,6.86308576,50.47333854,mungbean,1487.0,31,48
33.0,57.0,17.0,27.89636126,88.71782287,6.78415271,57.79863368,mungbean,4308.0,1,409
32.0,57.0,22.0,28.6899851,87.50436797,6.769415887999999,44.56598352,mungbean,4956.0,27,2
23.0,59.0,25.0,27.826262300000003,88.73100226,6.320768488,56.68833819,mungbean,1896.0,29,53
35.0,41.0,18.0,28.70562673,81.59200689,6.705008503999999,59.87065439,mungbean,4343.0,29,271
6.0,48.0,24.0,28.6362812,84.61431076,6.790736339,48.48319335,mungbean,2212.0,15,214
29.0,36.0,25.0,28.28511547,88.4393979,7.130278657000001,48.56690235,mungbean,1703.0,29,45
4.0,36.0,22.0,27.60887393,86.13316408,7.012740397000001,43.80041104,mungbean,2470.0,21,413
10.0,59.0,22.0,28.60901145,86.99495766,7.1556850160000005,36.94616965,mungbean,1580.0,15,432
14.0,48.0,21.0,29.24598976,84.80084105,6.991242362,53.43228915,mungbean,3837.0,29,254
8.0,50.0,21.0,28.62911222,89.11480590000002,6.218923893,50.49913241,mungbean,3908.0,28,129
20.0,40.0,15.0,29.57329479,88.07505524,7.199495367999999,45.04467075,mungbean,3294.0,24,217
36.0,43.0,22.0,27.82684262,87.16679147,6.3898821660000005,58.37249772,mungbean,4147.0,21,358
14.0,57.0,15.0,29.8757015,83.14796296,6.623438282,40.12044158,mungbean,1153.0,15,277
11.0,60.0,23.0,27.33684386,88.50229102,7.033012777000001,51.09802625,mungbean,2679.0,30,96
10.0,59.0,15.0,29.83040388,89.30428305,6.32400451,58.86687093,mungbean,4506.0,4,62
7.0,60.0,25.0,28.2753171,82.76020821,6.397636709,56.04995423,mungbean,1996.0,9,206
2.0,47.0,15.0,29.86860065,85.99127934,6.401455706,58.41394143,mungbean,4157.0,29,343
20.0,45.0,22.0,29.5888162,89.9939693,6.904587016,54.96121262,mungbean,3744.0,1,297
2.0,39.0,15.0,28.07219563,82.9116472,6.478557136,49.61865305,mungbean,4356.0,27,429
27.0,40.0,24.0,27.84026517,89.99615558,7.063022095,52.84626009,mungbean,2243.0,4,319
35.0,48.0,15.0,27.10818093,87.45126690000002,6.981758362000001,55.03723979,mungbean,2092.0,10,473
4.0,59.0,25.0,27.68515114,81.94268594,6.227134139,54.62243308,mungbean,4118.0,13,523
1.0,48.0,24.0,29.34594634,85.60472562,6.232836962,59.03629954,mungbean,2008.0,14,267
36.0,43.0,21.0,28.36319404,84.8593608,7.140437859,52.93031105,mungbean,3141.0,31,359
11.0,46.0,24.0,27.65280218,89.80650642,6.459252023,56.52558045,mungbean,2773.0,21,339
34.0,47.0,19.0,27.31372793,85.44815232,6.568795403999999,53.15223123,mungbean,1957.0,3,182
21.0,44.0,18.0,27.06909959,86.89934108,7.12851089,50.46746116,mungbean,4059.0,15,57
17.0,58.0,20.0,28.06642822,85.91625451,6.42937879,39.23831035,mungbean,1452.0,1,244
25.0,40.0,21.0,27.73329078,81.13903037,6.248900919,44.17580911,mungbean,2227.0,16,370
2.0,38.0,18.0,27.53632932,89.92908171,6.619891497999999,45.48591922,mungbean,3959.0,31,48
9.0,48.0,20.0,29.66461594,84.28187572,6.377568542000001,56.09542002,mungbean,3265.0,31,52
37.0,49.0,25.0,29.914544300000006,85.85384444,6.415459592,41.39081525,mungbean,3521.0,15,350
36.0,38.0,15.0,28.36363858,87.59810657,6.3206620120000006,57.99524359,mungbean,3479.0,13,290
40.0,58.0,15.0,29.46416042,87.60890009,6.978400282000001,43.15411472,mungbean,3388.0,6,253
30.0,44.0,16.0,29.73013036,82.89166381,6.442335592999999,50.91511275,mungbean,1550.0,1,244
1.0,59.0,23.0,27.46852989,87.17649,7.184398832,43.78420984,mungbean,2635.0,13,201
9.0,48.0,22.0,27.77076285,87.09979549,6.402926221,49.50812624,mungbean,2312.0,4,28
14.0,41.0,17.0,29.12939524,88.48312598,7.085982325,36.45012824,mungbean,4325.0,16,61
35.0,52.0,19.0,27.10606808,89.89593328,6.698574085,37.45680611,mungbean,2757.0,30,364
31.0,48.0,17.0,28.88078945,86.94206817,6.594739424,53.79732545,mungbean,1356.0,14,328
4.0,41.0,20.0,28.14720892,83.8001509,6.647965508,37.44800463,mungbean,3070.0,18,155
30.0,37.0,25.0,29.89129144,80.14487166,7.120032489,54.7960127,mungbean,2785.0,29,160
9.0,35.0,20.0,27.41503453,80.98004661,6.91380932,40.53173216,mungbean,3569.0,4,307
20.0,41.0,20.0,29.27308605,89.4875022,7.073048264,50.9246554,mungbean,2781.0,23,209
37.0,50.0,23.0,29.65296893,88.48587386,6.5304707,56.01913159,mungbean,4908.0,15,57
34.0,35.0,21.0,28.44524991,82.67639542,6.684381357,58.18713162,mungbean,4171.0,29,202
14.0,37.0,15.0,27.96235681,83.97586797,6.581351374,48.9366954,mungbean,3849.0,31,210
23.0,39.0,22.0,29.25649321,81.97952224,6.86483915,42.02483277,mungbean,4251.0,18,155
5.0,45.0,21.0,28.36291385,88.00989267,6.487124217000001,43.05130077,mungbean,4294.0,13,357
22.0,37.0,20.0,27.62749466,86.49366929,6.605733067999999,39.26137642,mungbean,4977.0,13,523
40.0,51.0,17.0,28.66086349,86.12194568,6.860602782000001,50.01534317,mungbean,3809.0,21,247
27.0,56.0,20.0,29.2114218,87.11497805,6.41874299,51.53848218,mungbean,4730.0,13,64
31.0,40.0,22.0,29.40889385,86.16063492,6.365513634,53.35486977,mungbean,3489.0,8,422
38.0,36.0,21.0,28.02952623,84.8845732,6.5563729660000005,36.12042927,mungbean,2631.0,15,194
6.0,37.0,17.0,28.08657178,80.35005927,6.760694227999999,38.14476781,mungbean,3816.0,30,537
6.0,47.0,18.0,29.16174608,80.28038146,6.715276662999999,40.16545979,mungbean,2015.0,29,127
24.0,44.0,17.0,29.8596912,80.03499648,6.666380512000001,50.66487502,mungbean,2348.0,27,2
25.0,59.0,19.0,29.06631494,83.6869203,6.626629798,43.95183726,mungbean,1515.0,3,486
32.0,56.0,21.0,27.38538997,88.66663953,6.702772465,58.29933073,mungbean,4087.0,30,96
8.0,45.0,18.0,27.93034941,85.42058715,7.011030515,43.25095608,mungbean,3839.0,13,34
19.0,39.0,17.0,29.2808618,81.8009244,6.890156495,44.47427436,mungbean,1335.0,15,121
39.0,37.0,15.0,28.9973145,83.78911515,6.821747052,59.84499208,mungbean,2782.0,3,306
33.0,37.0,19.0,27.92678579,86.5543196,7.183189922,43.4826194,mungbean,3305.0,29,410
26.0,54.0,17.0,28.5474135,88.9570454,6.27258822,49.4897245,mungbean,1496.0,1,492
21.0,51.0,15.0,29.36488409,89.1886954,6.679127482,48.30159325,mungbean,1895.0,24,71
22.0,54.0,20.0,28.56149805,83.63802195,6.689825155,41.013132,mungbean,3207.0,31,119
29.0,45.0,16.0,28.43683487,87.91332682,6.583381939,43.12063289,mungbean,4546.0,29,345
4.0,40.0,21.0,28.79728147,80.45744422,6.725551062,44.30070517,mungbean,1851.0,4,118
10.0,37.0,22.0,28.7275267,89.12760359,7.069747813999999,58.52974279,mungbean,2687.0,27,429
4.0,44.0,19.0,27.95639663,83.52706038,6.921993877999999,43.25726752,mungbean,2931.0,1,108
20.0,45.0,17.0,28.17458662,83.69659318,6.770955317,37.2464655,mungbean,3737.0,16,453
23.0,45.0,23.0,28.77653519,86.69133979,6.983130466,56.12443206,mungbean,4746.0,4,227
25.0,48.0,21.0,28.438097,83.48991368,6.267684328,52.55469976,mungbean,3427.0,3,263
56.0,79.0,15.0,29.48439992,63.19915325,7.454532137,71.89090748,blackgram,2568.0,13,79
25.0,62.0,21.0,26.73433965,68.13999721,7.040056094,67.15096376,blackgram,1956.0,6,322
42.0,61.0,22.0,26.27274407,62.28814857,7.418650668,70.23207557,blackgram,3738.0,19,317
42.0,73.0,25.0,34.03679184,67.21113844,6.501869314,73.23573601,blackgram,4498.0,21,431
44.0,58.0,18.0,28.03644051,65.06601664,6.814410927999999,72.49507741,blackgram,2636.0,19,317
50.0,55.0,16.0,28.81460716,65.33538112,7.581442888,62.26242533,blackgram,2291.0,6,58
35.0,72.0,21.0,34.03619494,64.28791388,7.741418772,66.85510868,blackgram,4906.0,31,143
30.0,64.0,20.0,33.8642935,61.57072498,6.573531614,68.02199825,blackgram,4648.0,10,532
27.0,64.0,21.0,32.84213012,68.68401492,7.543804222999999,73.67166182,blackgram,2440.0,29,338
50.0,74.0,17.0,27.10053268,63.36085585,6.5408208,73.84949872,blackgram,2191.0,21,384
39.0,73.0,24.0,25.65842532,61.18235808,7.22405917,69.28607828,blackgram,4913.0,29,187
57.0,67.0,25.0,32.34744009,66.61452812,7.551364319,64.55882254,blackgram,2066.0,26,545
52.0,63.0,19.0,29.58949031,68.32176769,6.928898659,67.53021213,blackgram,4627.0,21,384
55.0,66.0,22.0,30.91219459,68.79427388,7.747775262999999,66.63830637,blackgram,1284.0,13,63
51.0,56.0,18.0,28.12787838,64.2097765,6.706505915,70.86340755,blackgram,3444.0,30,527
36.0,66.0,15.0,30.08545364,69.34811988,6.668238556,67.1367443,blackgram,1011.0,26,524
59.0,55.0,19.0,31.74379487,62.51007687,7.332375138,68.97097538,blackgram,2630.0,3,366
50.0,58.0,23.0,27.81326852,62.50460464,7.596802025,69.75555541,blackgram,4373.0,23,449
30.0,65.0,25.0,32.88733849,64.59457409,7.70650895,71.50569456,blackgram,4969.0,8,499
20.0,62.0,18.0,29.36358721,64.98742947,7.366542647,61.91208707,blackgram,4324.0,31,52
58.0,71.0,15.0,27.82592799,67.58618829999999,6.919243702,74.01229707,blackgram,3546.0,29,30
25.0,71.0,24.0,28.49538735,60.44848407,7.187721817999999,74.91559514,blackgram,1753.0,8,73
52.0,71.0,16.0,27.74274761,68.53997144,7.0758864720000005,71.78615328,blackgram,3082.0,29,405
40.0,63.0,18.0,30.41588462,67.66323804,6.74441168,63.02473185,blackgram,3774.0,13,133
20.0,60.0,25.0,27.3254209,69.09047809,6.726469087999999,61.19250859,blackgram,3896.0,4,396
48.0,61.0,21.0,30.28496619,61.69295127,6.628264883,65.62859526,blackgram,1089.0,6,498
49.0,68.0,22.0,28.56840626,61.53278622,7.127064207,63.49726331,blackgram,1775.0,16,171
48.0,62.0,15.0,25.36586097,66.6379724,7.538631462000001,65.81655892,blackgram,3652.0,18,155
32.0,66.0,17.0,34.9466155,65.26774011,7.162357641,70.1415139,blackgram,4993.0,4,353
21.0,63.0,22.0,25.09737391,67.72837887,6.859409487000001,74.61649888,blackgram,4017.0,15,198
20.0,72.0,19.0,32.47648301,64.34848735,7.397190844,65.82045699999999,blackgram,2625.0,4,539
25.0,65.0,21.0,33.86351172,68.59232289,6.880245789,69.24464096,blackgram,4069.0,29,164
41.0,78.0,21.0,25.19857725,60.37332688,6.581313137,70.88787207,blackgram,1417.0,31,415
53.0,67.0,17.0,31.77681682,69.01852894,7.296972161,61.46892873,blackgram,1114.0,24,110
39.0,60.0,21.0,34.89814946,63.59948557,6.97297656,64.72797143,blackgram,1616.0,26,111
25.0,76.0,17.0,31.74105409,68.63525428,7.241148507,62.3061735,blackgram,4974.0,6,44
21.0,78.0,19.0,27.16159076,66.76017239,6.92009048,69.85112265,blackgram,4267.0,16,549
57.0,60.0,17.0,26.23773129,67.88521396,7.504608385,73.58663968,blackgram,1825.0,26,266
56.0,75.0,15.0,30.20157245,60.06534859,7.152272256,66.37171179,blackgram,4572.0,1,493
49.0,72.0,15.0,31.55846339,67.83563765,7.137004749,74.86960831,blackgram,2649.0,8,17
24.0,80.0,19.0,29.67892453,69.0854554,6.8080417220000005,65.66436565,blackgram,2516.0,13,357
49.0,76.0,18.0,27.05365239,67.7017527,7.393631868,60.4693835,blackgram,4146.0,29,349
28.0,68.0,19.0,34.63880966,61.38597868,7.69950698,72.43169115,blackgram,1412.0,24,81
55.0,78.0,21.0,33.39438752,62.93692886,6.602888248999999,63.57445989,blackgram,4447.0,24,362
50.0,64.0,25.0,28.84079155,63.37230676,6.734447425,70.25496749,blackgram,4491.0,29,45
34.0,80.0,19.0,31.49338309,63.0563645,6.521217963,71.48327008,blackgram,1728.0,20,348
20.0,68.0,23.0,25.54960633,63.95425534,7.707332484,63.1830529,blackgram,4348.0,23,169
55.0,67.0,16.0,34.37329112,69.69366426,6.596719015,70.27184748,blackgram,4068.0,15,465
23.0,70.0,15.0,34.600824700000004,63.11296779,7.403623355,60.41790253,blackgram,3808.0,15,333
53.0,74.0,15.0,29.43463808,64.94329356,7.517097,72.17818157,blackgram,1675.0,26,507
26.0,67.0,16.0,29.10713092,67.90577375,7.17620823,67.83345933,blackgram,4465.0,27,380
33.0,80.0,22.0,28.57006111,65.71765781,6.593961761,70.0866434,blackgram,2892.0,15,128
37.0,79.0,19.0,27.54384835,69.3478631,7.143942758,69.40878198,blackgram,3504.0,2,557
33.0,75.0,21.0,33.04687968,68.93875631,6.690655045,62.30278274,blackgram,3967.0,24,474
22.0,55.0,20.0,33.95309131,69.96100028,7.423530351,61.16350463,blackgram,3239.0,24,424
20.0,68.0,17.0,30.11873003,60.11680815,6.578714842999999,71.72980375,blackgram,3786.0,21,272
43.0,68.0,20.0,29.57812712,66.17587668,7.497469256,69.43895491,blackgram,4760.0,29,541
44.0,76.0,22.0,27.26458947,68.01232937,7.775306272000001,68.91754359,blackgram,2122.0,13,123
34.0,60.0,16.0,31.35730791,64.24992106,7.322555222999999,63.85668948,blackgram,2571.0,29,533
21.0,72.0,17.0,31.52104732,66.55723677,7.580527339,61.71111448,blackgram,1977.0,15,277
25.0,68.0,19.0,29.39982732,64.25510719,7.1084501210000015,67.47677295,blackgram,2008.0,24,455
41.0,62.0,15.0,29.38400259,64.14928485,7.358974541,65.24194361,blackgram,3143.0,26,145
28.0,65.0,23.0,28.38686534,61.88871127,7.405176138,74.24459122,blackgram,2687.0,22,407
35.0,64.0,15.0,28.47442276,63.53604453,6.500144962,69.5274407,blackgram,3710.0,10,300
52.0,58.0,16.0,30.64095781,61.14508627,7.167435834,71.36947525,blackgram,4261.0,8,440
58.0,75.0,25.0,25.25596239,61.36669662,7.261791753,68.64685069,blackgram,4807.0,1,244
34.0,66.0,19.0,32.97030511,60.18122078,7.586642101,73.44678678,blackgram,1036.0,29,315
52.0,70.0,16.0,33.66855394,66.60416867,7.534811832999999,67.32520551,blackgram,4851.0,3,183
23.0,57.0,19.0,32.83963757,67.99803573,7.251000789,73.40452716,blackgram,4440.0,6,117
42.0,58.0,25.0,27.45853567,62.90020977,6.513620917999999,69.46020927,blackgram,4766.0,29,326
37.0,62.0,17.0,25.68576704,69.84354028,7.121254928,74.62068748,blackgram,2548.0,29,59
44.0,75.0,22.0,30.0328403,64.14800537,7.574561547,71.21006868,blackgram,3326.0,16,563
21.0,80.0,20.0,28.20667264,68.27085245,7.350869792,64.32887142,blackgram,3264.0,15,454
56.0,76.0,16.0,28.27265858,61.18956161,7.5131510760000015,63.29900785,blackgram,3914.0,21,291
29.0,76.0,15.0,28.541723600000005,64.2020154,7.0256077060000015,69.68862306,blackgram,1872.0,15,456
43.0,61.0,20.0,26.87187036,61.61367264,6.804253866,63.51822045,blackgram,2821.0,15,128
55.0,60.0,15.0,32.79766751,68.77994074,7.163043872,64.11411069,blackgram,2296.0,2,555
44.0,63.0,15.0,26.42333018,64.51136845,7.338929556,63.46546487,blackgram,4952.0,14,295
29.0,67.0,21.0,29.79181107,63.38789228,6.621323612,63.02169909,blackgram,3109.0,8,73
47.0,63.0,16.0,27.44003279,67.10464369,6.661870999,72.50669768,blackgram,1595.0,31,83
40.0,68.0,17.0,34.1262979,65.14877461,7.733149554,70.40795007,blackgram,2903.0,21,236
58.0,61.0,15.0,30.94908189,64.23364112,7.402891666,62.78730907,blackgram,1728.0,9,485
41.0,74.0,18.0,28.75751783,61.02701476,6.599147297999999,73.37686831,blackgram,2365.0,4,452
58.0,79.0,17.0,27.24766491,66.10123083,7.04174124,62.31842057,blackgram,1396.0,20,348
27.0,62.0,24.0,28.63005477,66.770943,7.353876754,62.2737345,blackgram,1698.0,29,127
27.0,60.0,17.0,26.41768321,63.64698302,7.026795358999999,64.42177127,blackgram,4090.0,13,188
52.0,65.0,20.0,32.81705216,66.15665137,6.814301033,68.83924882,blackgram,3224.0,29,181
44.0,55.0,25.0,29.6321052,65.91359954,7.42160832,71.16331975,blackgram,2635.0,27,548
21.0,62.0,24.0,33.49077065,62.73317204,6.8473828910000005,65.45328463,blackgram,1395.0,21,273
60.0,59.0,22.0,31.86847286,66.74217464,7.191522601,74.22238583,blackgram,3492.0,24,13
33.0,77.0,21.0,30.32992227,65.62971858,7.01285529,71.64631281,blackgram,4304.0,29,315
59.0,58.0,17.0,28.546224,66.31394098,7.368318809,62.83469851,blackgram,4986.0,18,434
29.0,63.0,17.0,30.02629908,67.88811637,7.26154329,66.47264636,blackgram,1075.0,29,410
59.0,63.0,18.0,31.65531175,60.13263713,6.52669158,66.69096751,blackgram,1264.0,26,368
29.0,70.0,15.0,30.33499674,63.54718862,6.872594461,74.16699119,blackgram,3502.0,4,356
58.0,73.0,16.0,33.36984395,65.67718163,6.874142175,64.89517488,blackgram,2819.0,13,79
55.0,77.0,22.0,31.4345059,62.99303471,7.76061831,64.77651469,blackgram,1717.0,16,89
42.0,79.0,23.0,27.71678273,63.29103387,6.781841984,68.56507978,blackgram,3782.0,12,189
44.0,77.0,21.0,32.63918668,61.3009051,7.326980454,61.83876146,blackgram,4455.0,30,437
38.0,62.0,25.0,32.7477393,67.77954584,7.453975408,63.37784443,blackgram,4635.0,11,494
32.0,76.0,15.0,28.05153602,63.49802189,7.604110177000001,43.35795377,lentil,1850.0,4,179
13.0,61.0,22.0,19.44084326,63.27771461,7.728832424,46.83130119,lentil,4577.0,29,42
38.0,60.0,20.0,29.84823072,60.63872613,7.491217102,46.80452595,lentil,2390.0,15,454
11.0,74.0,17.0,21.36383757,69.92375891,6.633864582,46.6352865,lentil,1143.0,30,96
37.0,71.0,16.0,26.28663931,68.51966729,7.324863481,46.13833007,lentil,1884.0,16,89
29.0,71.0,18.0,22.17499963,62.13873825,6.410441476,53.46622584,lentil,4140.0,4,269
2.0,72.0,18.0,26.57597546,60.97876599,7.836719564,50.89110726,lentil,4170.0,15,208
6.0,59.0,21.0,26.58972517,66.14007674,6.139215944,50.90994463,lentil,1395.0,15,77
13.0,64.0,20.0,19.1345771,62.57526895,6.590571088,36.46946971,lentil,4096.0,26,510
8.0,58.0,17.0,28.75273118,69.15640149,7.286049977999999,35.15426171,lentil,3995.0,24,81
6.0,77.0,20.0,25.78746268,60.2816298,6.058306161,49.14337177,lentil,3938.0,17,212
2.0,75.0,22.0,23.89271875,61.78779413,6.658605362,52.55730112,lentil,2492.0,23,316
3.0,69.0,23.0,28.67408774,63.18832976,7.299360767,42.96018627,lentil,4555.0,4,318
27.0,80.0,24.0,28.42062847,61.77336343,7.815210661,49.02366803,lentil,4636.0,13,201
39.0,78.0,15.0,21.35499456,62.60136323,5.925391795,41.78219834,lentil,4222.0,9,14
40.0,79.0,17.0,21.12695586,63.18738532,6.403683619,38.71834464,lentil,2167.0,30,401
37.0,62.0,22.0,24.02037872,61.62313345,7.397546271,49.78102578,lentil,3616.0,13,78
31.0,60.0,24.0,25.40474421,65.8567539,7.722335992,51.92057267,lentil,2062.0,27,548
22.0,67.0,22.0,29.03017561,64.49166566,7.475926645,54.93937710000001,lentil,3156.0,29,11
3.0,78.0,18.0,20.21368219,68.65257685,6.887130053,50.89732989,lentil,4764.0,31,83
4.0,80.0,16.0,29.19585548,68.01965728,7.441976825,44.93261911,lentil,2065.0,16,70
13.0,61.0,24.0,18.29783597,69.6897615,7.629910252999999,49.39111479,lentil,2209.0,27,380
12.0,66.0,20.0,27.41434987,63.41785982,7.336117221,44.43177543,lentil,3982.0,3,516
4.0,61.0,21.0,24.84063998,60.09116626,6.75020529,48.77790371,lentil,3445.0,3,141
9.0,60.0,21.0,29.94413861,67.31323084,7.52178027,40.37113729,lentil,4294.0,29,427
18.0,66.0,22.0,25.87990287,67.55109024,6.347379185,47.89645224,lentil,1633.0,3,140
32.0,56.0,18.0,20.0467711,65.84395319,7.135251532000001,46.05333124,lentil,2156.0,13,66
